528.0E-3,-148.3E-9,-83.19E-9,-55.59E-9,-41.12E-9,-32.57E-9,-27.13E-9,-23.49E-9,-20.97E-9,-19.17E-9,-17.86E-9,-16.89E-9,-16.16E-9,-15.60E-9,-15.17E-9,-14.83E-9
552.0E-3,-76.53E-9,-42.71E-9,-28.53E-9,-21.12E-9,-16.75E-9,-13.97E-9,-12.11E-9,-10.82E-9,-9.902E-9,-9.231E-9,-8.734E-9,-8.359E-9,-8.073E-9,-7.853E-9,-7.681E-9
576.0E-3,-38.76E-9,-21.48E-9,-14.32E-9,-10.60E-9,-8.413E-9,-7.022E-9,-6.092E-9,-5.448E-9,-4.988E-9,-4.653E-9,-4.404E-9,-4.217E-9,-4.074E-9,-3.964E-9,-3.878E-9
600.0E-3,-19.32E-9,-10.61E-9,-7.047E-9,-5.211E-9,-4.134E-9,-3.451E-9,-2.996E-9,-2.680E-9,-2.455E-9,-2.291E-9,-2.169E-9,-2.078E-9,-2.008E-9,-1.954E-9,-1.912E-9
624.0E-3,-9.502E-9,-5.159E-9,-3.410E-9,-2.516E-9,-1.994E-9,-1.664E-9,-1.444E-9,-1.292E-9,-1.184E-9,-1.105E-9,-1.047E-9,-1.003E-9,-969.0E-12,-943.1E-12,-923.0E-12
648.0E-3,-4.625E-9,-2.479E-9,-1.628E-9,-1.197E-9,-946.9E-12,-789.5E-12,-684.9E-12,-612.7E-12,-561.4E-12,-524.0E-12,-496.3E-12,-475.5E-12,-459.6E-12,-447.4E-12,-437.8E-12
672.0E-3,-2.234E-9,-1.180E-9,-769.2E-12,-563.2E-12,-444.5E-12,-370.1E-12,-320.8E-12,-286.8E-12,-262.7E-12,-245.2E-12,-232.3E-12,-222.5E-12,-215.1E-12,-209.3E-12,-204.9E-12
696.0E-3,-1.073E-9,-558.2E-12,-360.7E-12,-262.9E-12,-206.9E-12,-171.9E-12,-148.9E-12,-133.0E-12,-121.8E-12,-113.6E-12,-107.6E-12,-103.1E-12,-99.61E-12,-96.95E-12,-94.87E-12
720.0E-3,-512.9E-12,-262.7E-12,-168.3E-12,-122.0E-12,-95.66E-12,-79.34E-12,-68.61E-12,-61.25E-12,-56.04E-12,-52.27E-12,-49.49E-12,-47.39E-12,-45.80E-12,-44.57E-12,-43.61E-12
744.0E-3,-244.5E-12,-123.2E-12,-78.17E-12,-56.35E-12,-44.04E-12,-36.45E-12,-31.47E-12,-28.06E-12,-25.66E-12,-23.93E-12,-22.64E-12,-21.68E-12,-20.95E-12,-20.38E-12,-19.94E-12
768.0E-3,-116.3E-12,-57.64E-12,-36.22E-12,-25.96E-12,-20.21E-12,-16.69E-12,-14.38E-12,-12.81E-12,-11.71E-12,-10.91E-12,-10.32E-12,-9.881E-12,-9.545E-12,-9.286E-12,-9.083E-12
792.0E-3,-55.24E-12,-26.92E-12,-16.75E-12,-11.93E-12,-9.257E-12,-7.622E-12,-6.559E-12,-5.837E-12,-5.330E-12,-4.964E-12,-4.694E-12,-4.492E-12,-4.338E-12,-4.219E-12,-4.127E-12
816.0E-3,-26.20E-12,-12.55E-12,-7.735E-12,-5.477E-12,-4.232E-12,-3.476E-12,-2.986E-12,-2.654E-12,-2.422E-12,-2.254E-12,-2.131E-12,-2.038E-12,-1.968E-12,-1.914E-12,-1.872E-12
840.0E-3,-12.42E-12,-5.850E-12,-3.568E-12,-2.511E-12,-1.933E-12,-1.583E-12,-1.358E-12,-1.205E-12,-1.099E-12,-1.022E-12,-965.9E-15,-923.7E-15,-891.6E-15,-866.9E-15,-847.6E-15
864.0E-3,-5.884E-12,-2.724E-12,-1.645E-12,-1.151E-12,-882.1E-15,-720.7E-15,-617.0E-15,-547.1E-15,-498.3E-15,-463.2E-15,-437.5E-15,-418.3E-15,-403.6E-15,-392.4E-15,-383.6E-15
888.0E-3,-2.787E-12,-1.268E-12,-758.2E-15,-527.0E-15,-402.4E-15,-327.9E-15,-280.2E-15,-248.1E-15,-225.8E-15,-209.8E-15,-198.1E-15,-189.3E-15,-182.6E-15,-177.5E-15,-173.5E-15
912.0E-3,-1.319E-12,-590.3E-15,-349.3E-15,-241.3E-15,-183.5E-15,-149.1E-15,-127.2E-15,-112.5E-15,-102.3E-15,-95.00E-15,-89.65E-15,-85.65E-15,-82.61E-15,-80.27E-15,-78.45E-15
936.0E-3,-624.6E-15,-274.7E-15,-160.9E-15,-110.5E-15,-83.68E-15,-67.83E-15,-57.75E-15,-51.02E-15,-46.35E-15,-43.01E-15,-40.57E-15,-38.75E-15,-37.36E-15,-36.30E-15,-35.46E-15
960.0E-3,-295.7E-15,-127.8E-15,-74.13E-15,-50.57E-15,-38.15E-15,-30.84E-15,-26.22E-15,-23.13E-15,-21.00E-15,-19.47E-15,-18.36E-15,-17.53E-15,-16.90E-15,-16.41E-15,-16.03E-15
984.0E-3,-140.0E-15,-59.47E-15,-34.14E-15,-23.15E-15,-17.40E-15,-14.03E-15,-11.90E-15,-10.49E-15,-9.513E-15,-8.818E-15,-8.311E-15,-7.932E-15,-7.645E-15,-7.424E-15,-7.251E-15
1.008,-66.24E-15,-27.67E-15,-15.73E-15,-10.60E-15,-7.936E-15,-6.383E-15,-5.406E-15,-4.760E-15,-4.313E-15,-3.996E-15,-3.765E-15,-3.592E-15,-3.462E-15,-3.361E-15,-3.282E-15
1.032,-31.36E-15,-12.88E-15,-7.250E-15,-4.857E-15,-3.623E-15,-2.907E-15,-2.459E-15,-2.163E-15,-1.959E-15,-1.814E-15,-1.709E-15,-1.630E-15,-1.571E-15,-1.525E-15,-1.489E-15
1.056,-14.85E-15,-5.997E-15,-3.344E-15,-2.229E-15,-1.657E-15,-1.327E-15,-1.122E-15,-985.9E-18,-892.8E-18,-826.7E-18,-778.6E-18,-742.9E-18,-715.8E-18,-694.9E-18,-678.6E-18
1.080,-7.032E-15,-2.795E-15,-1.546E-15,-1.026E-15,-761.0E-18,-609.1E-18,-514.7E-18,-452.6E-18,-410.0E-18,-379.9E-18,-358.0E-18,-341.7E-18,-329.4E-18,-319.9E-18,-312.5E-18
1.104,-3.333E-15,-1.306E-15,-717.5E-18,-475.1E-18,-352.7E-18,-282.7E-18,-239.3E-18,-210.9E-18,-191.5E-18,-177.7E-18,-167.8E-18,-160.3E-18,-154.7E-18,-150.4E-18,-147.0E-18
1.128,-1.583E-15,-613.3E-18,-336.2E-18,-223.2E-18,-166.5E-18,-134.3E-18,-114.4E-18,-101.4E-18,-92.53E-18,-86.26E-18,-81.71E-18,-78.34E-18,-75.78E-18,-73.82E-18,-72.28E-18
1.152,-754.9E-18,-291.0E-18,-160.5E-18,-107.9E-18,-81.69E-18,-66.86E-18,-57.73E-18,-51.78E-18,-47.73E-18,-44.87E-18,-42.80E-18,-41.26E-18,-40.10E-18,-39.21E-18,-38.51E-18
1.176,-362.8E-18,-141.0E-18,-79.67E-18,-55.16E-18,-43.03E-18,-36.20E-18,-32.02E-18,-29.29E-18,-27.44E-18,-26.14E-18,-25.20E-18,-24.50E-18,-23.97E-18,-23.57E-18,-23.25E-18
1.200,-177.3E-18,-71.31E-18,-42.43E-18,-31.02E-18,-25.41E-18,-22.27E-18,-20.35E-18,-19.10E-18,-18.26E-18,-17.67E-18,-17.24E-18,-16.92E-18,-16.68E-18,-16.50E-18,-16.36E-18
